state,specialty,ndb_spec,credentialing_required
TX,Urology,34,Yes
TX,Vascular Intervention Radiology,335,No1 (Except MO)
UT,Acupuncture,201,No2
UT,Addiction Medicine Specialist,331,No2
UT,Advanced Practice Registered Psychiatric Nurse Practitioner,374,No2
UT,Advanced Registered Nurse Practitioner,375,Yes (as Nurse Practitioner)
UT,Athletic Trainer,121,No
UT,Audiology,205,Yes
UT,Behavioral Analyst,300,No2
UT,Certified Diabetic Educator,27,Yes
UT,Certified Nurse Midwife,69,Yes
UT,Certified Registered Nurse Anesthetist,68,No1 (Except MO)
UT,Child Psychology,268,No2
UT,Chiropractic Medicine,35,No2
UT,Christian Science Practitioner,376,No
UT,Counselor - MH/SA/School,377,No2
UT,Dentist,50,No2
UT,"Dentist, Oral Surgeon",92,Yes
UT,Employee Assistance Program (EAP) Counselor,379,No
UT,Empowerment Coach,118,No
UT,Endodontics,51,No2
UT,Family Nurse Practitioner,339,Yes (as Nurse Practitioner)
UT,Genetic Counselor,320,No
UT,Hearing Instrument Specialist,298,No
UT,Home Health  / Private Duty Nurse,243,No
UT,Home Health Aide,67,No
UT,Homemaker,21,No
UT,Homeopathic Medicine,282,No
UT,Lactation Specialist,380,No
UT,Licensed Professional Counselor,381,No2
UT,Licensed Vocational Nurse,382,No
UT,Marriage & Family Therapy,318,No2
UT,Massage Therapy,514,No
UT,Master of Social Work,391,No2
UT,"Naturopathy, Doctor of",384,Yes
UT,Neuropsychology,397,No2
UT,Non-Indep Licensed MH Provider,244,No
UT,Nurse Practitioner,77,Yes
UT,"Nurse Practitioner, Clinical Specialist in Mental Health (NP)",387,No2
UT,"Nurse, Clinical Specialist in Mental Health",385,No2
UT,"Nurse, Licensed Practical",65,No
UT,"Nurse, Registered",64,No
UT,"Nurse, Registered, First Assistant (RNFA)",386,No
UT,Nutritionist (Registered Dietician),89,Yes
UT,Occupational Therapy,61,No2
UT,Optician,109,No
UT,Optometry,76,No2
UT,Orthodontics,52,No2
UT,Pastoral Counselor,388,No
UT,Pediatric Nurse Practitioner,389,Yes (as Nurse Practitioner)
UT,Pediatric Nutrition,120,Yes (as Registered Dietician)
UT,Pediatric Occupational Therapy,119,No2
UT,Pedodontics,53,No2
UT,Peridontics,54,No2
UT,Pharmacist,212,No
UT,Physical Therapy,73,No2
UT,Physical Therapy - Hand,368,No2
UT,Physical Therapy - Hand Splinting,369,No2
UT,Physical Therapy - Pediatric,367,No2
UT,Physician Assistant,338,Yes
UT,Podiatry,48,Yes
UT,Prosthodontics,55,No2
UT,Psychiatric Nurse Specialist/Practitioner,329,No2
UT,"Psychology, Clinical (Doctorate Level)",70,No2
UT,"Psychology, Clinical (Masters Level)",70,No2
UT,Registered Nurse Anesthetist,395,No1 (Except MO)
UT,Social Worker (Registered Social Worker),390,No2
UT,"Social Worker, Licensed Clinical/Medical",63,No2
UT,"Social Worker, Marriage & Family",392,No2
UT,Speech Pathology,246,No2
UT,Speech Therapy,74,No2
UT,"Substance Abuse Services, Alcohol & Drug",507,No
UT,Surgical Technician,393,No
UT,Unknown Physician/Doctor of Education,99,No
UT,Visiting Nurse,394,No
UT,Certified Asthma Educator,43,No
UT,Assisted Care Living Facility - Center  (HCBS,,No
UT,Assisted Care Living Facility - Home  (HCBS,,No
UT,Critical Access Hospital,,Yes (as General Acute Hospital)
UT,General Acute Care Hospital,,Yes
UT,Hospital Unit - Epilepsy,,Yes (as General Acute Hospital)
UT,Hospital Unit - Psychiatry,,No2
UT,Hospital Unit - Rehabilitation,,Yes (as General Acute Hospital)
UT,Indian Health Service Hospital,,No
UT,In-Patient Hospice,,Yes
UT,Physical Disability / Rehabilitation Facility,,Yes
UT,Long Term Acute Care Facility (LTAC),,Yes
UT,Medicare Defined Swing Bed,,Yes (as General Acute Hospital)
UT,Military Hospital,,No
UT,Military Treatment Facility / TRICARE USE ONLY,,No
UT,Non Medical In-Patient Facility,,No
UT,Osteopathic Hospital,,Yes
UT,Pediatric Hospital,,Yes
UT,Psychiatric Hospital,,No2
UT,Religious Nonmedical Health Care Institution,,No
UT,"Residential Treatment Facility (Facility, Community/MHDD)",,No
UT,Respite Care Facility,,No
UT,Alcohol/Chemical Dependency Treatment Center,,No
UT,School / Custodial /Developmental Center,,No
UT,Skilled Nursing  Facility (Convalescent Facility),,Yes
UT,Veteran's Administration or other Gov'tal Facility,,No
UT,Pest Control Company (HCBS),,No
UT,Adult Day Care/Social Day Care,,No
UT,Adult Day Health Care,,No
UT,Adult Foster Care (HCBS),,No
UT,Alcohol Treatment Center/Clinic,,No
UT,Ambulance - Freestanding,,No
UT,Ambulance - Hospital Based,,No
UT,Ambulatory Surgery Center/ASC,,Yes
UT,Assitive Technology Supplier  (HCBS),,No
UT,Attendant Care Agency/In Home Supportive Care,,No
UT,Audiology/Hearing Center - DIAGNOSTIC,,No
UT,Audiology/Hearing Center - SURGICAL,,No
UT,Autism ABA Agency/Clinic,,No
UT,Birthing Clinic,,Yes (TRICARE Only)
UT,Blood Bank,,No
UT,Cardiac Diagnostic Center,,No
UT,Cardiac Rehab Center/Clinic,,No
UT,Family Planning Clinic,,No
UT,Community Based Hospice,,Yes
UT,Community/Public Health Clinic,,No
UT,Convenience Care Clinic,,No
UT,Diabetes Education Center,,Yes
UT,Diagnostic/Treatment Center - Both Lab & Radiology Services,,No
UT,Diagnostic/Treatment Center - LAB BASED SERVICES ONLY,,No
UT,Diagnostic/Treatment Center - RADIOLOGY ONLY,,No
UT,Dialysis Center,,Yes
UT,Durable Medical Equipment (Medical Supply Company),,No
UT,Durable Medical Equipment Orthotics/Prosthetics,,No
UT,Environmental Adaptation Company (HCBS),,No
UT,Family Planning Clinic,,No
UT,Federally Qualified Health Center (FQHC),,Yes
UT,Freestanding Emergency Dept,,No
UT,Habilitation Agency (HCBS),,No
UT,Hemophiliac Treatment Center- PHARMACY ONLY,,No
UT,Home Delivered Meals Agency (HCBS),,No
UT,Home Health Care Agency/PACE Provider Agency,,Yes
UT,Home Health/Home Infusion (Combined),,Yes
UT,Homemaker Agency (HCBS),,No
UT,Hyperbaric Oxygen Chamber,,No
UT,Infertility Center,,No
UT,Infirmary,,No
UT,Infusion Therapy - Home & Clinic,,No
UT,Laboratory Center (Independent or Commercial),,Yes
UT,Lithotripsy Centers,,No
UT,Magnetic Resonance Imaging Center/Clinic,,No
UT,MHSA Rehabilitation Facility,,No (Yes for AZ Only)
UT,Non -Emergent Transportation,,No
UT,Personal Care,,No
UT,Pediatric Medical Day Care (HCBS),,No
UT,Pharmacy,,No
UT,Portable Diag Img Supplier,,Yes
UT,Radiation Oncology Center,,No
UT,Rehabilitation Clinic,,Yes (CORFs only - Comprehensive Outpatient Rehab Facilty)
UT,Rural Health Clinic (RHC),,Yes
UT,Sleep Study Center,,No
UT,Surgery Suite/Center,,No
UT,Transition Service Agency (HCBS),,No
UT,Urgent Care Center/Clinic,,No (Yes for AZ Only)
UT,Veteran's Administration Medical Clinic (VAMC),,No
UT,Wellness Service Provider,,No
UT,X-Ray/Radiology Center,,No
UT,Abdominal Surgery,270,Yes (as Surgery)
UT,Addiction Medicine,347,No2
UT,Addiction Psychiatry,301,No2
UT,Adolescent Medicine,276,Yes
UT,Allergy,252,Yes (as Allergy and Immunology)
UT,Allergy and Immunology,3,Yes
UT,Anatomic & Clinical Pathology,203,No1 (Except MO)
UT,Anatomic Pathology,202,No1 (Except MO)
UT,Anesthesiology,5,No1 (Except MO)
UT,Back & Spine Surgery,348,Yes (as Neurological Surgery or Orthopaedic Surgery)
UT,Blood Banking/Transfusion Medicine,334,No
UT,Bone Marrow Transplant,366,Yes
UT,Breast Reconstruction,359,Yes (as Plastic Surgery or Reconstructive Surgery)
UT,Breast Surgery,358,Yes (as Plastic Surgery or Surgery)
UT,Cardiac Diagnostic,513,Yes (as Cardiovascular Disease)
UT,Cardiology,12,Yes (as Cardiovascular Disease)
UT,Cardiovascular Disease,6,Yes
UT,Cardiovascular Surgery,500,Yes
UT,Chemical Pathology,207,No1 (Except MO)
UT,Chest and Respiratory Therapy,75,Yes
UT,Child & Adolescent Psychiatry,257,No2
UT,Child Neurology,208,Yes
UT,Child Psychology,268,No2
UT,Clinical Biochemical Genetics,305,Yes
UT,Clinical Biochemical/Molecular Genetics,306,Yes (as Clinical Biochemical or Clinical Molecular Genetics)
UT,Clinical Cardiac Electrophysiology,304,Yes
UT,Clinical Cytogenetics,307,Yes
UT,Clinical Genetics,308,Yes
UT,Clinical Molecular Genetics,370,Yes
UT,Clinical Neurophysiology,310,Yes
UT,Clinical Pathology,210,No1 (Except MO)
UT,Clinical Pharmacology,211,No
UT,Colon and Rectal Surgery,15,Yes
UT,Counselor - MH/SA/School,377,No2
UT,Crisis Diversion,378,No2
UT,Critical Care Medicine,214,Yes
UT,Cytopathology,312,No1 (Except MO)
UT,Dermatology,7,Yes
UT,Dermatopathology,218,Yes
UT,Diabetes,278,"Yes (as Endocrinology, Diabetes and Metabolism)"
UT,Diag Rad with Special Competence in Nuclear Rad,345,Yes (as Diagnostic Radiology)
UT,Diagnostic Lab Immunology,107,Yes (as Clinical and Laboratory Immunology or Immunology)
UT,Diagnostic Radiology,220,No1 (Except MO)
UT,Digestive Diseases,509,Yes (as Gastroenterology)
UT,Early Intervention,122,Yes (as Preventative Medicine)
UT,Emergency Medicine,42,No1 (Except MO)
UT,"Endocrinology, Diabetes and Metabolism",17,Yes
UT,Family Planning,123,"Yes (as FP, GP, IM, OBGYN, NP, or PA)"
UT,Family Practice,8,Yes
UT,Family Practice Specialist,275,Yes (as Family Practice)
UT,Forensic Pathology,223,No1 (Except MO)
UT,Forensic Psychiatry,346,No2
UT,Gastroenterology,10,Yes
UT,General Practice,1,Yes
UT,General Practice Specialist,272,Yes (as General Practice)
UT,General Vascular Surgery,95,Yes
UT,Geriatric Medicine,38,Yes
UT,Geriatric Psychiatry,314,No2
UT,Gynecologic Oncology,221,Yes
UT,Gynecology,251,Yes (as Obstetrics And Gynecology)
UT,Hand Surgery,40,Yes
UT,Head & Neck Surgery,271,Yes (as Plastic Surgery - Head and Neck)
UT,Headache Treatment,356,Yes (as Neurology or Headache Medicine)
UT,Hematology,93,Yes
UT,Hematology/Oncology,504,Yes
UT,Hepatology - Liver Disease,365,Yes (as Hepatology or Transplant Hepatology)
UT,High-Risk Pregnancy,353,Yes (as Obstetrics And Gynecology or Perinatology)
UT,HIV-AIDS,360,Yes (as Internal Medicine or Infectious Disease)
UT,Hospice & Palliative Medicine,19,Yes
UT,Hospitalist,340,No1 (Except MO)
UT,Hyperbaric Medicine/Wound Care,373,Yes (as Undersea and Hyperbaric Medicine)
UT,Immunology,283,Yes (as Allergy and Immunology)
UT,Immunopathology,225,No1 (Except MO)
UT,Independent Medical Examiner,97,No
UT,Infectious Disease Medicine,80,Yes
UT,Infertility Medicine,352,Yes (as Obstetrics and Gynecology or Reproductive Endocrinology/Infertility)
UT,Internal Medicine,11,Yes
UT,Internal Medicine Pediatrics,,Yes (as Internal Medicine and Pediatrics)
UT,Internal Medicine Specialist,273,Yes (as Internal Medicine)
UT,Interventional Cardiology,342,Yes
UT,Interventional Radiology,124,Yes
UT,Knee Surgery,349,Yes (as Orthopaedic Surgery or Surgery)
UT,Laryngology,284,Yes (as Otolaryngology)
UT,Legal Medicine,285,No
UT,Licensed Professional Counselor,381,No2
UT,Marriage & Family Therapy,318,No2
UT,Medical Genetics,309,Yes
UT,Medical Microbiology,227,No
UT,Medical Oncology,59,Yes
UT,Medical Toxicology,333,No
UT,MOHS Surgery,357,Yes
UT,Molecular Genetic Pathology,371,No1 (Except MO)
UT,Movement Disorders,249,Yes (as Neurology or Neuromuscular Disease)
UT,MRI/Magnetic Resonance,511,No1 (Except MO)
UT,Neonatology,87,No1 (Except MO)
UT,Neoplastics Diseases,502,Yes (as Hematology or Oncology)
UT,Nephrology,39,Yes
UT,Neurodevelopmental Disabilities,343,Yes
UT,Neurological Surgery,14,Yes
UT,Neurology,13,Yes
UT,Neurology & Psychiatry,228,No2
UT,Neuromuscular Disease,269,Yes
UT,Neuropathology,229,No1 (Except MO)
UT,Neuroradiology,332,No1 (Except MO)
UT,Nuclear Cardiology,16,Yes
UT,Nuclear Medicine,36,No1 (Except MO)
UT,Nuclear Radiology,286,No1 (Except MO)
UT,Obstetrics,250,Yes (as Obstetrics And Gynecology)
UT,Obstetrics And Gynecology,230,Yes
UT,Occupational Medicine,231,Yes
UT,Ophthalmic Plastic Surgery,364,Yes (as Ophthalmology)
UT,Ophthalmology,18,Yes
UT,Ophthalmology Cornea Surgery,355,Yes
UT,Ophthalmology Retina Surgery,354,Yes
UT,Oral and Maxillofacial Surgery,92,Yes
UT,Oral Pathology,232,Yes
UT,Orofacial Plastic Surgery,233,Yes
UT,Orthopedic Surgery,20,Yes
UT,Osteopathic Manipulative Medicine,330,Yes
UT,Otolaryngology (ENT),4,Yes
UT,Otology,254,Yes (as Otolaryngology)
UT,Pain Management,319,Yes
UT,Pastoral Counselor,388,No
UT,Pathology,22,No1 (Except MO)
UT,Pediatric Allergy Immunology,86,Yes
UT,Pediatric Anesthesiology,116,No1 (Except MO)
UT,Pediatric Behavioral,363,No2
UT,Pediatric Cardiology,85,Yes
UT,Pediatric Cardiothoracic Surgery,505,Yes (as Pediatric Surgery)
UT,Pediatric Child Abuse,258,Yes
UT,Pediatric Critical Care Medicine,234,Yes
UT,Pediatric Dermatology,117,Yes
UT,Pediatric Developmental & Behavioral,255,Yes
UT,Pediatric Emergency Medicine,321,Yes
UT,Pediatric Endocrinology,82,Yes
UT,Pediatric Gastroenterology,259,Yes
UT,Pediatric Genetics,260,Yes
UT,Pediatric Hematology Oncology,88,Yes
UT,Pediatric Infectious Disease Medicine,78,Yes
UT,Pediatric Nephrology,31,Yes
UT,Pediatric Neurology,262,Yes
UT,Pediatric Neurosurgery,81,Yes (as Neurological Surgery)
UT,Pediatric Ophthalmology,263,Yes
UT,Pediatric Orthopedic Surgery,264,Yes
UT,Pediatric Otolaryngology (ENT),265,Yes
UT,Pediatric Pathology,322,No1 (Except MO)
UT,Pediatric Plastic Surgery,266,Yes (as Plastic Surgery)
UT,Pediatric Pulmonary Medicine,96,Yes
UT,Pediatric Radiology,288,No1 (Except MO)
UT,Pediatric Rehabilitation Medicine,341,Yes
UT,Pediatric Rheumatology,261,Yes
UT,Pediatric Specialist,274,Yes (as Pediatrics)
UT,Pediatric Speech Pathologist,115,No2
UT,Pediatric Sports Medicine,323,Yes
UT,Pediatric Surgery,114,Yes
UT,Pediatric Urology,267,Yes
UT,Pediatrics,37,Yes
UT,Perinatology (Maternal & Fetal Medicine),226,Yes
UT,Phlebology,396,Yes
UT,Physical Medicine and Rehabilitation / Physiatry,25,Yes
UT,Physician Nutrition Specialist,103,Yes
UT,Plastic Surgery,24,Yes
UT,Plastic Surgery within the Head & Neck,337,Yes
UT,Preventative Medicine Aerospace,41,Yes
UT,Preventive Medicine,281,Yes
UT,Proctology,28,Yes
UT,Psychiatric Nurse Specialist/Practitioner,329,No2
UT,Psychiatric Social Work,9,No2
UT,Psychiatry,26,No2
UT,"Psychology, Clinical (Doctorate Level)",70,No2
UT,Psychosomatic Medicine,291,No2
UT,Public Health,238,Yes
UT,Public Health & General Preventive Medicine,236,Yes
UT,Pulmonary Medicine,29,Yes
UT,Radiation Oncology,32,Yes
UT,Radioisotopic Pathology,240,No1 (Except MO)
UT,Radioisotopic Radiology,503,Yes (as Nuclear Medicine or Nuclear Radiology)
UT,Radiological Physics,324,Yes (as Radiation Oncology)
UT,Radiology,30,No1 (Except MO)
UT,Rehabilitative Medicine,253,Yes
UT,Reproductive Endocrinology,241,Yes
UT,Rheumatology,90,Yes
UT,Rhinology,292,Yes (as Otolaryngology)
UT,Shoulder Surgery,350,Yes (as Orthopaedic Surgery or Surgery)
UT,Sleep Study Medicine,361,Yes
UT,"Social Worker, Licensed Clinical/Medical",63,No2
UT,Spinal Cord Injury Medicine,344,Yes
UT,Sports Medicine,296,Yes
UT,Surgery,2,Yes
UT,Surgical Critical Care,242,Yes
UT,Surgical Oncologist,508,Yes
UT,Therapeutic Radiology,239,Yes (as Radiation Oncology or Interventional Radiology)
UT,Thoracic Cardiovascular Surgery,33,Yes
UT,Thoracic Surgery,101,Yes
UT,Traumatic Surgery,293,Yes
UT,Undersea and Hyperbaric Medicine,327,Yes
UT,Undersea Medicine,372,Yes
UT,Urgent Care Medicine,328,No1 (Except MO)
UT,Urology,34,Yes
UT,Vascular Intervention Radiology,335,No1 (Except MO)
VA,Acupuncture,201,No2
VA,Addiction Medicine Specialist,331,No2
VA,Advanced Practice Registered Psychiatric Nurse Practitioner,374,No2
VA,Advanced Registered Nurse Practitioner,375,Yes (as Nurse Practitioner)
VA,Athletic Trainer,121,No
VA,Audiology,205,Yes
VA,Behavioral Analyst,300,No2
VA,Certified Diabetic Educator,27,Yes
VA,Certified Nurse Midwife,69,Yes
VA,Certified Registered Nurse Anesthetist,68,No1 (Except MO)
VA,Child Psychology,268,No2
VA,Chiropractic Medicine,35,No2
VA,Christian Science Practitioner,376,No
VA,Counselor - MH/SA/School,377,No2
VA,Dentist,50,No2
VA,"Dentist, Oral Surgeon",92,Yes
VA,Employee Assistance Program (EAP) Counselor,379,No
VA,Empowerment Coach,118,No
VA,Endodontics,51,No2
VA,Family Nurse Practitioner,339,Yes (as Nurse Practitioner)
VA,Genetic Counselor,320,No
VA,Hearing Instrument Specialist,298,No
VA,Home Health  / Private Duty Nurse,243,No
VA,Home Health Aide,67,No
VA,Homemaker,21,No
VA,Homeopathic Medicine,282,No
VA,Lactation Specialist,380,No
VA,Licensed Professional Counselor,381,No2
VA,Licensed Vocational Nurse,382,No
VA,Marriage & Family Therapy,318,No2
VA,Massage Therapy,514,No
VA,Master of Social Work,391,No2
VA,"Naturopathy, Doctor of",384,Yes
VA,Neuropsychology,397,No2
VA,Non-Indep Licensed MH Provider,244,No
VA,Nurse Practitioner,77,Yes
VA,"Nurse Practitioner, Clinical Specialist in Mental Health (NP)",387,No2
VA,"Nurse, Clinical Specialist in Mental Health",385,No2
VA,"Nurse, Licensed Practical",65,No
VA,"Nurse, Registered",64,No
VA,"Nurse, Registered, First Assistant (RNFA)",386,No
VA,Nutritionist (Registered Dietician),89,Yes
VA,Occupational Therapy,61,No2
VA,Optician,109,No
VA,Optometry,76,No2
VA,Orthodontics,52,No2
VA,Pastoral Counselor,388,No
VA,Pediatric Nurse Practitioner,389,Yes (as Nurse Practitioner)
VA,Pediatric Nutrition,120,Yes (as Registered Dietician)
VA,Pediatric Occupational Therapy,119,No2
VA,Pedodontics,53,No2
VA,Peridontics,54,No2
VA,Pharmacist,212,No
VA,Physical Therapy,73,No2
VA,Physical Therapy - Hand,368,No2
VA,Physical Therapy - Hand Splinting,369,No2
VA,Physical Therapy - Pediatric,367,No2
VA,Physician Assistant,338,Yes
VA,Podiatry,48,Yes
VA,Prosthodontics,55,No2
VA,Psychiatric Nurse Specialist/Practitioner,329,No2
VA,"Psychology, Clinical (Doctorate Level)",70,No2
VA,"Psychology, Clinical (Masters Level)",70,No2
VA,Registered Nurse Anesthetist,395,No1 (Except MO)
VA,Social Worker (Registered Social Worker),390,No2
VA,"Social Worker, Licensed Clinical/Medical",63,No2
VA,"Social Worker, Marriage & Family",392,No2
VA,Speech Pathology,246,No2
VA,Speech Therapy,74,No2
VA,"Substance Abuse Services, Alcohol & Drug",507,No
VA,Surgical Technician,393,No
VA,Unknown Physician/Doctor of Education,99,No
VA,Visiting Nurse,394,No
VA,Certified Asthma Educator,43,No
VA,Assisted Care Living Facility - Center  (HCBS,,No
VA,Assisted Care Living Facility - Home  (HCBS,,No
VA,Critical Access Hospital,,Yes (as General Acute Hospital)
VA,General Acute Care Hospital,,Yes
VA,Hospital Unit - Epilepsy,,Yes (as General Acute Hospital)
VA,Hospital Unit - Psychiatry,,No2
VA,Hospital Unit - Rehabilitation,,Yes (as General Acute Hospital)
VA,Indian Health Service Hospital,,No
VA,In-Patient Hospice,,Yes
VA,Physical Disability / Rehabilitation Facility,,Yes
VA,Long Term Acute Care Facility (LTAC),,Yes
VA,Medicare Defined Swing Bed,,Yes (as General Acute Hospital)
VA,Military Hospital,,No
VA,Military Treatment Facility / TRICARE USE ONLY,,No
VA,Non Medical In-Patient Facility,,No
VA,Osteopathic Hospital,,Yes
VA,Pediatric Hospital,,Yes
VA,Psychiatric Hospital,,No2
VA,Religious Nonmedical Health Care Institution,,No
VA,"Residential Treatment Facility (Facility, Community/MHDD)",,No
VA,Respite Care Facility,,No
VA,Alcohol/Chemical Dependency Treatment Center,,No
VA,School / Custodial /Developmental Center,,No
VA,Skilled Nursing  Facility (Convalescent Facility),,Yes
VA,Veteran's Administration or other Gov'tal Facility,,No
VA,Pest Control Company (HCBS),,No
VA,Adult Day Care/Social Day Care,,No
VA,Adult Day Health Care,,No
VA,Adult Foster Care (HCBS),,No
VA,Alcohol Treatment Center/Clinic,,No
VA,Ambulance - Freestanding,,No
VA,Ambulance - Hospital Based,,No
VA,Ambulatory Surgery Center/ASC,,Yes
VA,Assitive Technology Supplier  (HCBS),,No
VA,Attendant Care Agency/In Home Supportive Care,,No
VA,Audiology/Hearing Center - DIAGNOSTIC,,No
VA,Audiology/Hearing Center - SURGICAL,,No
VA,Autism ABA Agency/Clinic,,No
VA,Birthing Clinic,,Yes (TRICARE Only)
VA,Blood Bank,,No
VA,Cardiac Diagnostic Center,,No
VA,Cardiac Rehab Center/Clinic,,No
VA,Family Planning Clinic,,No
VA,Community Based Hospice,,Yes
VA,Community/Public Health Clinic,,No
VA,Convenience Care Clinic,,No
VA,Diabetes Education Center,,Yes
VA,Diagnostic/Treatment Center - Both Lab & Radiology Services,,No
VA,Diagnostic/Treatment Center - LAB BASED SERVICES ONLY,,No
VA,Diagnostic/Treatment Center - RADIOLOGY ONLY,,No
VA,Dialysis Center,,Yes
VA,Durable Medical Equipment (Medical Supply Company),,No
VA,Durable Medical Equipment Orthotics/Prosthetics,,No
VA,Environmental Adaptation Company (HCBS),,No
VA,Family Planning Clinic,,No
VA,Federally Qualified Health Center (FQHC),,Yes
VA,Freestanding Emergency Dept,,No
VA,Habilitation Agency (HCBS),,No
VA,Hemophiliac Treatment Center- PHARMACY ONLY,,No
VA,Home Delivered Meals Agency (HCBS),,No
VA,Home Health Care Agency/PACE Provider Agency,,Yes
VA,Home Health/Home Infusion (Combined),,Yes
VA,Homemaker Agency (HCBS),,No
VA,Hyperbaric Oxygen Chamber,,No
VA,Infertility Center,,No
VA,Infirmary,,No
VA,Infusion Therapy - Home & Clinic,,No
VA,Laboratory Center (Independent or Commercial),,Yes
VA,Lithotripsy Centers,,No
VA,Magnetic Resonance Imaging Center/Clinic,,No
