lastname,taxid,mpin,provstatus,provtype,orgtypecd,state
RIVERWOODS BEHAVIORAL HEALTH SYSTEM     ,262700697,2958643,P,O,1,GA
RMC JACKSONVILLE                        ,636000090,233572,P,O,1,AL
RML CHICAGO                             ,364113692,114895,P,O,1,IL
ROAD TO RECOVERY                        ,760555993,1859856,N,O,1,TX
ROANE GENERAL HOSPITAL                  ,550484469,691305,P,O,1,WV
ROANE MEDICAL CENTER                    ,680673354,659677,P,O,1,TN
ROANOKE CHOWAN HOSPITAL                 ,562003393,128995,P,O,1,NC
ROBERT F KENNEDY MEDICAL CENTER         ,912154440,731025,N,O,1,CA
ROBERT PACKER HOSPITAL                  ,240795463,669195,P,O,1,PA
ROBERT WOOD JOHNSON UNIV AT HAMILTON    ,210634572,381899,P,O,1,NJ
ROBERT WOOD JOHNSON UNIV HOSP           ,221487243,701130,P,O,1,NJ
ROBERT WOOD JOHNSON UNIV HOSP AT RAHWAY ,221487305,191595,P,O,1,NJ
ROBERT WOOD JOHNSON UNIV HOSP SOMERSET  ,221487243,466698,P,O,1,NJ
ROBERT WOOD JOHNSON UNIV HOSP SOMERSET  ,221487350,466698,P,O,1,NJ
ROBERTSON REGIONAL MEDICAL CTR          ,742476400,84246,N,O,1,TX
ROBINSON MEMORIAL HOSPITAL              ,461382538,104362,P,O,1,OH
ROCHELLE COMMUNITY HOSPITAL             ,362548549,359391,P,O,1,IL
ROCHESTER GENERAL HOSPITAL              ,160743134,136785,P,O,1,NY
ROCHESTER METHODIST HOSPITAL            ,410739106,910048,N,O,1,MN
ROCK COUNTY HOSPITAL                    ,476000999,465603,P,O,1,NE
ROCKCASTLE COUNTY HOSPITAL              ,610523304,6195398,N,O,1,KY
ROCKCASTLE REGIONAL HOSP & RESP CARE CTR,610523304,51375,P,O,1,KY
ROCKDALE MEDICAL CENTER                 ,581177220,686323,P,O,1,GA
ROCKDALE MEDICAL CENTER                 ,263202930,686323,P,O,1,GA
ROCKEFELLER UNIVERSITY HOSPITA          ,131624158,367968,N,O,1,NY
ROCKFORD MEMORIAL HOSPITAL              ,362167847,728341,P,O,1,IL
ROCKIES COMMUNITY HOSPICE               ,455415390,4692154,N,O,1,CO
ROCKINGHAM MEMORIAL HOSPITAL            ,30181214,271105,N,O,1,VT
ROCKVILLE GENERAL HOSPITAL              ,60653151,647241,P,O,1,CT
ROCKVILLE GENERAL HOSPITAL              ,812229999,647241,P,O,1,CT
ROCKVILLE TRAUMA CENTER                 ,522201665,1980398,N,O,1,MD
ROCKY CREEK HEALTHCARE                  ,200180476,2470567,P,O,1,OH
ROCKY CREEK HEALTHCARE                  ,341873326,2470567,P,O,1,OH
ROCKY MOUNTAIN HOSPITAL                 ,840425368,205276,N,O,1,CO
ROCKY MOUNTAIN HOSPITAL FOR CHILDREN    ,841321373,3818328,P,O,1,GA
ROCKY MOUNTAIN MEDICAL CTR              ,621795213,1950689,N,O,1,UT
ROGER MILLS MEMORIAL HOSPITAL           ,730761054,311315,P,O,1,OK
ROGER WILLIAMS MEDICAL CENTER           ,50258959,261989,P,O,1,RI
ROGER WILLIAMS MEDICAL CENTER           ,464648465,261989,P,O,1,RI
ROGERS MEMORIAL HOSP MILWAUKEE          ,391139101,3256283,P,O,1,WI
ROGERS MEMORIAL HOSPITAL TRMT           ,391139101,365274,P,O,1,WI
ROLLING HILL HOSPITAL                   ,232609420,441543,N,O,1,PA
ROLLING HILLS HOSPITAL                  ,205566098,3156240,P,O,1,TN
ROLLING PLAINS MEMORIAL HOSPIT          ,756003896,23249,P,O,1,TX
ROLLINS BROOK COMMUNITY HOSPITAL        ,742225672,355475,P,O,1,TX
ROME MEMORIAL HOSPITAL                  ,161471634,133641,P,O,1,NY
RONALD MCDONALD HOUSE ANN ARBO          ,382473817,2100186,N,O,1,MI
RONALD MCDONALD HOUSE OF MID-M          ,383279325,2100198,N,O,1,MI
RONALD REAGAN UCLA MEDICAL CENTER       ,956006143,2703200,P,O,1,CA
ROOKS COUNTY HEALTH CENTER              ,486084911,231877,P,O,1,KS
ROOSEVELT GEN HOSP                      ,850458844,1699708,P,O,1,NM
ROOSEVELT HOSPITAL                      ,132997301,318581,P,O,1,PA
ROOSEVELT HOSPITAL                      ,226002454,1287065,N,O,1,NJ
ROOSEVELT MEMORIAL HOSPITAL             ,810373589,572232,N,O,1,MT
ROOT MEMORIAL HOSPITAL                  ,751246488,1684168,N,O,1,TX
ROPER HOSPITAL                          ,262946628,1635794,P,O,1,SC
ROPER HOSPITAL                          ,570828733,1635794,P,O,1,SC
ROPER HOSPITAL NORTH                    ,570360499,514862,N,O,1,SC
ROPER REHABILITATION HOSPITAL           ,570828733,2091971,P,O,1,SC
ROPER ST FRANCIS MOUNT PLEASANT HOSPITAL,570360499,3230377,P,O,1,SC
ROSE MEDICAL CENTER                     ,841321373,109275,P,O,1,GA
ROSEBUD COMMUNITY HOSPITAL              ,742249673,378172,N,O,1,TX
ROSEBUD HEALTH CARE CENTER              ,810405434,160757,P,O,1,MT
ROSEBUD HOSPITAL                        ,460439434,1726561,N,O,1,SD
ROSELAND COMMUNITY HOSPITAL             ,361703630,744894,P,O,1,IL
ROSELL HOSPITAL                         ,0,794850,N,O,1,CA
ROSEWOOD MEDICAL CENTER                 ,621606167,562006,N,O,1,TX
ROSS HEART HOSPITAL                     ,311782331,2495922,N,O,1,OH
ROSS HOSPITAL                           ,521689874,1435378,N,O,1,CA
ROSS MEMORIAL HOSPITAL                  ,0,116658,N,O,1,ON
ROSWELL PARK CANCER INSTITUTE           ,161552370,622735,P,O,1,NY
ROTHMAN ORTHOPAEDIC SPECIALTY HOSPITAL  ,270260289,3124088,P,O,1,PA
ROUND ROCK MEDICAL CENTER               ,742781812,644578,P,O,1,TX
ROUNDUP MEMORIAL HOSPITAL               ,810245848,114156,P,O,1,MT
ROXBOROUGH MEMORIAL HOSPITAL            ,231352188,297718,P,O,1,PA
ROXBOROUGH MEMORIAL HOSPITAL            ,454246163,297718,P,O,1,PA
ROYAL COLUMBIAN HOSPITAL                ,0,314594,N,O,1,BC
ROYAL INLAND HOSPITAL                   ,999999998,184205,N,O,1,BC
ROYAL JUBILEE HOSPITAL                  ,0,389502,N,O,1,BC
ROYAL OAKS HOSPITAL AND CLINIC          ,300255522,2450288,P,O,1,MO
ROYAL UNIVERSITY HOSPITAL               ,999999998,2160593,N,O,1,SK
ROYAL VICTORIA HOSPITAL                 ,0,617953,N,O,1,PQ
RS EDEN                                 ,411948604,1957280,P,O,1,MN
RUBY VALLEY HOSPITAL                    ,810247889,618912,P,O,1,MT
RUMFORD HOSPITAL                        ,10215227,171646,P,O,1,ME
RUSH BEHAVIORAL HEALTH CENTER/OAK PARK  ,362174823,2506280,N,O,1,IL
RUSH CITY HOSPITAL                      ,416007332,163665,N,O,1,MN
RUSH COUNTY MEMORIAL HOSPITAL           ,486075805,3254,P,O,1,KS
RUSH FOUNDATION HOSPITAL                ,640834532,296159,P,O,1,MS
RUSH FOUNDATION HOSPITAL                ,640345119,296159,P,O,1,OH
RUSH MEMORIAL HOSPITAL                  ,356004464,695906,P,O,1,IN
RUSH OAK PARK HOSPITAL                  ,362183812,195242,P,O,1,IL
RUSH UNIVERSITY MEDICAL CENTER          ,382536658,765978,P,O,1,IL
RUSH UNIVERSITY MEDICAL CENTER          ,362174823,765978,P,O,1,IL
RUSH-COPLEY MEDICAL CENTER              ,362170840,621141,P,O,1,IL
RUSHFORD CENTER                         ,60932875,3163593,P,O,1,CT
RUSK COUNTY MEMORIAL HOSPITAL           ,396005738,331408,P,O,1,WI
RUSSEEL MEMORIAL HOSPITAL               ,381341357,500036,N,O,1,MI
RUSSELL COUNTY HOSPITAL                 ,610965365,641410,P,O,1,KY
RUSSELL COUNTY HOSPITAL                 ,611351267,641410,P,O,1,KY
RUSSELL COUNTY MEDICAL CTR              ,620476282,669628,P,O,1,VA
RUSSELL COUNTY MEDICAL CTR              ,541594711,669628,P,O,1,VA
RUSSELL MEDICAL CENTER                  ,630385130,21756,P,O,1,AL
RUSSELL REGIONAL HOSPITAL               ,742842747,296719,P,O,1,KS
RUSSELLVILLE HOSPITAL                   ,30464224,127412,P,O,1,GA
RUSSELLVILLE HOSPITAL                   ,472378825,127412,P,O,1,GA
RUTGERS MENTAL HEALTH CTR               ,226018056,1548494,N,O,1,NJ
RUTGERS UNIVE/HURTADO HEALTH CTR        ,226001086,932054,N,O,1,NJ
RUTGERS UNIVERSITY BEHAVIORAL HLTH CARE ,221980408,2477613,P,O,1,NJ
RUTHERFORD HOSPITAL                     ,620475842,1656230,N,O,1,TN
RUTLAND AREA COMMUNITY SERVICES         ,30210725,3028674,N,O,1,VT
RUTLAND REGIONAL MEDICAL CENTER         ,30183483,555707,P,O,1,VT
RWJPE HILLSBOROUGH URGENT CARE          ,453967414,6083565,N,O,1,NJ
RYDER MEMORIAL HOSPITAL                 ,660258990,1668012,N,O,1,PR
RYDER MEMORIAL HOSPITAL                 ,660258919,502001,P,O,1,PR
S E LACKEY MEMORIAL HOSPITAL            ,640770155,1412083,P,O,1,MS
SAANICH PENINSULA HOSPITAL              ,0,428803,N,O,1,BC
SABETHA COMMUNITY HOSPITAL              ,481236156,89607,P,O,1,KS
SABINE COUNTY HOSPITAL                  ,261955689,571750,P,O,1,TX
SABINE COUNTY HOSPITAL                  ,751656334,571750,P,O,1,TX
SABINE MEDICAL CENTER                   ,721051304,2487472,N,O,1,LA
SABINE MEDICAL CENTER                   ,262074318,51904,P,O,1,LA
SAC-OSAGE HOSPITAL                      ,436072396,423646,N,O,1,MO
SACRED HEART EMERGENCY CENTER           ,273017667,2719867,N,O,1,TX
SACRED HEART HOSP EMERALD COA           ,721529708,2294353,P,O,1,IL
SACRED HEART HOSPITAL                   ,590634434,285311,P,O,1,IL
SACRED HEART HOSPITAL                   ,391390638,1600557,P,O,1,WI
SACRED HEART HOSPITAL                   ,0,788433,N,O,1,CA
SACRED HEART HOSPITAL                   ,390807060,615986,P,O,1,WI
SACRED HEART HOSPITAL OF ALLENTOWN      ,231352208,592080,P,O,1,PA
SACRED HEART HOSPITAL ON THE GULF       ,300577249,3136426,P,O,1,IL
SACRED HEART MED CTR AT RIVERBEND       ,261871008,2909542,P,O,1,OR
SACRED HEART UNIV DISTRICT              ,930395583,468481,P,O,1,OR
SADDLEBACK HEART INSTITUTE-WELLNESS CNTR,952585792,2618174,P,O,1,CA
SADDLEBACK MEMORIAL MED CTR             ,952585792,547820,P,O,1,CA
SADDLEBACK MEMORIAL WOUND HEALING CTR   ,952585792,3124926,P,O,1,CA
SAFE HAVEN                              ,471677168,5290127,N,O,1,PA
SAGEWEST HEALTH CARE                    ,621762468,632078,P,O,1,WY
SAGINAW GEN HOSP                        ,381358216,548676,N,O,1,MI
SAGRADO CORAZON HOSPITAL                ,0,373008,N,O,1,CA
SAINT AGNES MEDICAL CENTER              ,231425053,1549569,N,O,1,PA
SAINT ALPHONSUS MEDICAL CENTER ONTARIO  ,271789847,670177,P,O,1,OR
SAINT ALPHONSUS MEDICAL CENTER ONTARIO  ,930433692,670177,P,O,1,OR
SAINT ALPHONSUS REGIONAL MED CTR        ,820200895,188997,P,O,1,ID
SAINT ANNES HOSPITAL                    ,272473637,454930,P,O,1,MA
SAINT ANNES HOSPITAL                    ,42104868,454930,P,O,1,MA
SAINT ANTHONY HOSPITAL                  ,362953885,1579782,N,O,1,IL
SAINT ANTHONY HOSPITAL                  ,510217097,314993,P,O,1,IL
SAINT BARNABAS BEHAVIORAL HLTH CTR      ,222977312,1022265,P,O,1,NY
SAINT BARNABAS MEDICAL CENTER           ,221494440,332796,P,O,1,NY
SAINT CAMILLUS MEDICAL CENTER           ,810758399,6143891,N,O,1,TX
SAINT CATHARINES GEN HOSPITAL           ,0,1125295,N,O,1,ON
SAINT CATHERINE REGIONAL HOSPITAL       ,204134578,51571,P,O,1,IN
SAINT CATHERINE REGIONAL HOSPITAL       ,621867863,51571,P,O,1,IN
SAINT FRANCIS HOSPITAL                  ,237118816,1557285,P,O,1,TN
SAINT FRANCIS HOSPITAL                  ,141387849,603916,N,O,1,NY
SAINT FRANCIS HOSPITAL                  ,752522262,542530,P,O,1,TN
SAINT FRANCIS HOSPITAL                  ,730700090,309133,P,O,1,OK
SAINT FRANCIS HOSPITAL BARTLETT         ,752804737,2440354,P,O,1,TN
SAINT FRANCIS HOSPITAL SOUTH            ,10603214,2422421,P,O,1,OK
SAINT FRANCIS MEMORIAL HOSPITAL         ,941156295,555308,P,O,1,CA
SAINT FRANCIS REHAB HOSP                ,344445306,1572914,N,O,1,OH
SAINT GERMAIN HOSPITAL                  ,0,1112424,N,O,1,CA
SAINT JAMES HOSPITAL                    ,370662570,618306,P,O,1,IL
SAINT JOHN HOSPITAL                     ,480543768,462277,P,O,1,KS
SAINT JOHN HOSPITAL                     ,462171791,462277,P,O,1,MO
SAINT JOHN MEDICAL CENTER               ,340875691,1569412,N,O,1,OH
SAINT JOHN REGIONAL HOSPITAL            ,0,425462,N,O,1,ON
SAINT JOSEPH HOSPITAL                   ,160804971,1539728,P,O,1,NY
SAINT JOSEPH HOSPITAL                   ,611334601,82831,P,O,1,PA
SAINT JOSEPH HOSPITAL                   ,840417134,613116,P,O,1,CO
SAINT JOSEPH HOSPITAL                   ,60646827,1527542,N,O,1,CT
SAINT JOSEPH HOSPITAL                   ,362953885,1003821,N,O,1,IL
SAINT JOSEPH JESSAMINE                  ,611334601,2985598,P,O,1,PA
SAINT JOSEPH JESSAMINE                  ,611334601,6195167,N,O,1,PA
SAINT JOSEPH LONDON                     ,611334601,656304,P,O,1,PA
SAINT JOSEPH MARTIN                     ,611012503,90750,P,O,1,OH
SAINT JOSEPH MARTIN                     ,611334601,90750,P,O,1,PA
SAINT JOSEPH MOUNT STERLING             ,611334601,311763,P,O,1,PA
SAINT JOSEPH'S GENERAL HOSPITAL         ,0,513691,N,O,1,ON
SAINT LOUISE REGIONAL HOSPITAL          ,912154437,749066,P,O,1,CA
SAINT LUKES CUSHING HOSPITAL            ,480543792,463252,P,O,1,MO
SAINT LUKES EAST HOSPITAL-LEES SUMMIT   ,562488077,2574976,P,O,1,MO
SAINT LUKE'S NORTHLAND HOSPITAL         ,440565393,1071239,P,O,1,MO
SAINT LUKES SOUTH HOSPITAL              ,481203262,1847389,P,O,1,MO
SAINT MARY'S HEALTH SERVICES            ,383176445,553895,P,O,1,MI
SAINT MARYS MERCY MEDICAL CENTER        ,383176445,5251159,N,O,1,MI
SAINT MARYS REGIONAL MEDICAL CENTER     ,454989022,3492568,P,O,1,NV
SAINT MARYS STANDISH COMMUNITY HOSPITAL ,381671120,3691454,N,O,1,MI
SAINT PETERSBURG HOSPITAL               ,591174716,3559126,N,O,1,FL
SAINT THOMAS DEKALB HOSPITAL            ,474063289,391196,P,O,1,TN
SAINT THOMAS HICKMAN HOSPITAL           ,581737573,495833,P,O,1,TN
SAINT THOMAS HIGHLANDS HOSPITAL         ,474063406,508696,P,O,1,TN
SAINT THOMAS HIGHLANDS HOSPITAL         ,621587742,508696,P,O,1,TN
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,800639566,1901493,P,O,1,GA
SAINT THOMAS HOSPITAL FOR SPINAL SURGERY,621772195,1901493,P,O,1,TN
SAINT THOMAS MIDTOWN HOSPITAL           ,621869474,124845,P,O,1,TN
SAINT THOMAS RIVER PARK HOSPITAL        ,474063149,284069,P,O,1,TN
SAINT THOMAS RIVER PARK HOSPITAL        ,620811451,284069,P,O,1,TN
SAINT THOMAS STONES RIVER HOSPITAL      ,474063232,361131,P,O,1,TN
SAINT THOMAS WEST HOSPITAL              ,620347580,198581,P,O,1,TN
SAINT VINCENT HEALTH CENTER             ,250965547,254751,P,O,1,PA
SAINT VINCENT HOSPITAL                  ,621861198,872321,P,O,1,MA
SAKAKAWEA MEDICAL CENTER                ,450308379,521067,P,O,1,ND
SALAMANCA DISTRICT HOSP                 ,166012415,709417,N,O,1,NY
SALEM COMMUNITY HOSPITAL                ,341041385,127391,P,O,1,OH
SALEM HOSP                              ,480608913,712507,N,O,1,KS
SALEM HOSPITAL                          ,42917300,516569,N,O,1,MA
SALEM HOSPITAL                          ,930579722,179233,P,O,1,OR
SALEM HOSPITAL                          ,42121376,510676,N,O,1,MA
SALEM MEMORIAL DISTRICT HOSPITAL        ,436110058,496097,P,O,1,MO
SALEM TOWNSHIP HOSPITAL                 ,370925318,351653,P,O,1,IL
SALINA REGIONAL HEALTH CENTER           ,481169103,599731,P,O,1,KS
SALINA SURGICAL HOSPITAL                ,481199515,1929016,P,O,1,KS
SALINAS VALLEY MEMORIAL HOSPITAL        ,946004020,533033,P,O,1,CA
SALINAS VALLEY MEMORIAL HOSPITAL        ,946004702,533033,P,O,1,CA
SALINE HOSPITAL                         ,710772959,556081,P,O,1,AR
SALINE HOSPITAL                         ,812816675,556081,P,O,1,AR
SALT LAKE REGIONAL MED CTR              ,621795214,1160039,P,O,1,UT
SALVATION ARMY GRACE GENERAL HSP        ,0,494787,N,O,1,ON
SALVATION ARMY GRACE HOSPITAL           ,0,1256460,N,O,1,ON
SAM HOUSTON MEMORIAL HOSPITAL           ,760324201,277105,N,O,1,TX
SAM HOWELL MEMORIAL HOSPITAL            ,610852306,1654126,N,O,1,GA
SAMARITAN BEHAVIORAL CENTER             ,381901104,3409723,P,O,1,MI
SAMARITAN CARE HOSPICE OF PA            ,521916454,2575359,N,O,1,PA
SAMARITAN HEALTH CENTER                 ,382113393,373490,N,O,1,MI
SAMARITAN HEALTH SYSTEM                 ,860096778,1889590,N,O,1,AZ
SAMARITAN HOSPITAL                      ,916001698,543010,P,O,1,WA
SAMARITAN HOSPITAL                      ,141338544,71185,P,O,1,NY
SAMARITAN LEBANON COMMUNITY HOSPITAL    ,930396847,53866,P,O,1,OR
SAMARITAN MEDICAL CENTER                ,150533577,569141,P,O,1,NY
SAMARITAN MEDICAL CENTER-SAN CLEMENTE   ,621609989,2404070,N,O,1,CA
SAMARITAN MEMORIAL HOSPITAL             ,436003377,196935,P,O,1,MO
SAMARITAN NORTH LINCOLN HOSPITAL        ,931305493,744149,P,O,1,OR
SAMARITAN OAKS HEALTHCARE CENTER        ,946050231,1185991,N,O,1,CA
SAMARITAN PACIFIC COMMUNITIES           ,931329784,2148811,P,O,1,OR
SAMARITAN REG HEALTH SYSTEM             ,340714535,95093,P,O,1,OH
SAMARITAN WEST VALLEY HLTH CT           ,860096778,932987,N,O,1,AZ
SAMARITAN WV EMERGENCY CENTER           ,860096778,2145004,N,O,1,AZ
SAME DAY SURGERY CENTER                 ,411889892,2362792,P,O,1,SD
SAMPSON REGIONAL MEDICAL CENTER         ,560562304,386755,P,O,1,NC
SAMUEL MAHELONA MEMORIAL HOSP           ,990262217,1467476,P,O,1,HI
SAMUEL MEDICAL CLINIC                   ,431886167,2511802,N,O,1,MO
SAMUEL SIMMONDS MEMORIAL HOSP           ,910873623,1433046,P,O,1,WA
SAN ANGELO COMMUNITY MEDICAL CENTER     ,621762476,715884,P,O,1,TX
SAN ANTONIO MILITARY MEDICAL CENTER-SAMM,741282653,3692347,N,O,1,TX
SAN ANTONIO REGIONAL HOSPITAL           ,951183919,737978,P,O,1,CA
SAN BERNARDINO MOUNTAINS COMMUNITY HOSP ,262201665,2924692,N,O,1,CA
SAN CARLOS APACHE HEALTH                ,473255211,5834587,N,O,1,LA
SAN CARLOS INDIAN HOSPITAL              ,542155232,3445614,N,O,1,CA
SAN CLEMETE MEDICAL CENT                ,952759602,310613,N,O,1,CA
SAN DIEGO GENERAL HOSPITAL              ,952549544,1716528,N,O,1,CA
SAN DIEGO GENERAL HOSPITAL              ,330782258,1716528,N,O,1,CA
SAN DIEGO HOSPITAL                      ,956077327,2184307,N,O,1,CA
SAN DIMAS COMMUNITY HOSPITAL            ,953783601,392597,P,O,1,CA
SAN DIMAS COMMUNITY HOSPITAL            ,262583397,392597,P,O,1,CA
SAN FRANCISCO GENERAL HOSPITAL          ,946000417,592801,N,O,1,CA
SAN FRANCISCO GENERAL HOSPITAL          ,931203565,592801,N,O,1,CA
SAN FRANCISCO GENERAL HOSPITAL          ,943189424,592801,N,O,1,CA
SAN FRANCISCO GENERAL HOSPITAL          ,943159355,592801,N,O,1,CA
SAN GABRIEL VALLEY MEDICAL CENTER       ,870808946,95749,P,O,1,CA
SAN GERARDO HOSPITAL                    ,583121715,814594,P,O,1,PR
SAN GERARDO HOSPITAL                    ,660464389,814594,P,O,1,PR
SAN GORGONIO MEMORIAL HOSPITAL          ,330420041,621997,P,O,1,CA
SAN GORGONIO PASS MEM HOSP              ,956004149,1723001,N,O,1,CA
SAN JAVIER MARINA HOSPITAL              ,10613637,2607354,N,O,1,TX
SAN JOAQUIN COMMUNITY HOSPITAL          ,952294234,120160,P,O,1,CA
SAN JOAQUIN GENERAL HOSPITAL            ,946000531,277219,N,O,1,CA
SAN JORGE CHILDRENS HOSPITAL            ,660646725,2832341,P,O,1,PR
SAN JUAN BAUTISTA MEDICAL CTR           ,660604194,2211643,P,O,1,PR
SAN JUAN COUNTY HOSPITAL                ,876000616,382444,P,O,1,UT
SAN JUAN MUNICIPAL HOSPITAL             ,690660004,532138,N,O,1,PR
SAN JUAN REGIONAL MEDICAL CTR           ,850127924,117844,P,O,1,NM
SAN LEANDRO HOSPITAL                    ,943302014,1029933,P,O,1,CA
SAN LEANDRO HOSPITAL                    ,0,1066085,N,O,1,TX
SAN LUIS OBISPO GENERAL HOSPITAL        ,956000939,343322,N,O,1,CA
SAN MARTIN MIRAMAR HOSPITAL             ,980099627,1723289,N,O,1,CA
SAN MATEO MEDICAL CENTER                ,946000532,369472,N,O,1,CA
SAN PABLO DEL ESTE                      ,660604194,2490151,N,O,1,PR
SAN RAMON REG MED CENTER                ,752918809,768834,P,O,1,CA
SAN SABA HOSPITAL                       ,742389741,1681580,N,O,1,TX
SAN SABA MEMORIAL HOSP                  ,746002253,181518,N,O,1,TX
SAN VICENTE HOSPITAL                    ,951941563,222562,N,O,1,CA
SAN XAVIER HEALTH CENTER                ,562462585,3176375,N,O,1,CA
SANATORIO AMERICAS                      ,0,373009,N,O,1,CA
SANATORIO DEL CENTRO MEDICO ET          ,0,373134,N,O,1,TX
SANATORIO GONZALEZ LOBO                 ,446820000,924864,N,O,1,AZ
SANATORIO SAN FRANSISCO                 ,330444338,1467760,N,O,1,CA
SANDHILLS REGIONAL MEDICAL CEN          ,581741827,376468,P,O,1,NC
SANFORD ABERDEEN MEDICAL CENTER         ,460388596,3468949,P,O,1,SD
SANFORD BAGLEY MEDICAL CENTER           ,411266009,1880573,P,O,1,SD
SANFORD BAGLEY MEDICAL CENTER           ,411604430,1880573,P,O,1,MN
SANFORD BEMIDJI MEDICAL CENTER          ,411266009,523906,P,O,1,SD
SANFORD CANBY MEDICAL CENTER            ,460388596,2217929,P,O,1,SD
SANFORD CANTON INWOOD MEDICAL CENTER    ,460210400,739351,P,O,1,SD
SANFORD CANTON INWOOD MEDICAL CENTER    ,460388596,739351,P,O,1,SD
SANFORD CHAMBERLAIN MEDICAL CENTER      ,460349624,502562,P,O,1,SD
SANFORD CHAMBERLAIN MEDICAL CENTER      ,460388596,502562,P,O,1,SD
SANFORD CLEAR LAKE MEDICAL CENTER       ,460388596,650095,P,O,1,SD
SANFORD HILLSBORO                       ,450230400,234693,P,O,1,SD
SANFORD HOSPITAL WEBSTER                ,460388596,146237,P,O,1,SD
SANFORD JACKSON HOSPITAL                ,460388596,624565,P,O,1,SD
SANFORD LUVERNE MEDICAL CENTER          ,460388596,88378,P,O,1,SD
SANFORD MAYVILLE                        ,450228899,570675,P,O,1,ND
SANFORD MEDICAL CENTER                  ,450226700,7164,P,O,1,SD
SANFORD MEDICAL CENTER FARGO            ,450226909,22186,P,O,1,ND
SANFORD MEDICAL CENTER WHEATON          ,272042143,361588,P,O,1,ND
SANFORD ROCK RAPIDS MEDICAL CENTER      ,460388596,2225278,P,O,1,SD
SANFORD SHELDON MEDICAL CENTER          ,460388596,116496,P,O,1,SD
SANFORD THIEF RIVER FALLS               ,410709579,460834,P,O,1,SD
SANFORD TRACY HOSPITAL                  ,460388596,2227148,P,O,1,SD
SANFORD USD MEDICAL CENTER              ,460227855,133892,P,O,1,SD
